Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Coke Brick
appliedenergistics2:facade:0, Cable Facade - Blast Brick
appliedenergistics2:facade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Hempcrete
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Concrete Tile
appliedenergistics2:facade:0, Cable Facade - Leaded Concrete
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Copper Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Aluminium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Lead Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Silver Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Nickel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Uranium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Constantan Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Electrum Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Steel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Iron Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Gold Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Copper Coil Block
appliedenergistics2:facade:0, Cable Facade - Electrum Coil Block
appliedenergistics2:facade:0, Cable Facade - High-Voltage Coil Block
appliedenergistics2:facade:0, Cable Facade - Redstone Engineering Block
appliedenergistics2:facade:0, Cable Facade - Light Engineering Block
appliedenergistics2:facade:0, Cable Facade - Heavy Engineering Block
appliedenergistics2:facade:0, Cable Facade - Generator Block
appliedenergistics2:facade:0, Cable Facade - Radiator Block
appliedenergistics2:facade:0, Cable Facade - Elevator
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Worldspike Point
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Block of Zinc
appliedenergistics2:facade:0, Cable Facade - Block of Brass
appliedenergistics2:facade:0, Cable Facade - Block of Concrete
appliedenergistics2:facade:0, Cable Facade - Creosote Wood Block
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Crushed Obsidian
appliedenergistics2:facade:0, Cable Facade - Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Quarried Stone
appliedenergistics2:facade:0, Cable Facade - Abyssal Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Abyssal Block
appliedenergistics2:facade:0, Cable Facade - Ornate Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Etched Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Abyssal Cobblestone
appliedenergistics2:facade:0, Cable Facade - Bleached Bone Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Bleached Bone Stone
appliedenergistics2:facade:0, Cable Facade - Bleached Bone Block
appliedenergistics2:facade:0, Cable Facade - Ornate Bleached Bone Stone
appliedenergistics2:facade:0, Cable Facade - Etched Bleached Bone Stone
appliedenergistics2:facade:0, Cable Facade - Bleached Bone Cobblestone
appliedenergistics2:facade:0, Cable Facade - Blood Stained Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Blood Stained Stone
appliedenergistics2:facade:0, Cable Facade - Blood Stained Block
appliedenergistics2:facade:0, Cable Facade - Ornate Blood Stained Stone
appliedenergistics2:facade:0, Cable Facade - Etched Blood Stained Stone
appliedenergistics2:facade:0, Cable Facade - Blood Stained Cobblestone
appliedenergistics2:facade:0, Cable Facade - Frost Bound Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Frost Bound Stone
appliedenergistics2:facade:0, Cable Facade - Frost Bound Block
appliedenergistics2:facade:0, Cable Facade - Ornate Frost Bound Stone
appliedenergistics2:facade:0, Cable Facade - Etched Frost Bound Stone
appliedenergistics2:facade:0, Cable Facade - Frost Bound Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infernal Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Infernal Stone
appliedenergistics2:facade:0, Cable Facade - Infernal Block
appliedenergistics2:facade:0, Cable Facade - Ornate Infernal Stone
appliedenergistics2:facade:0, Cable Facade - Etched Infernal Stone
appliedenergistics2:facade:0, Cable Facade - Infernal Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quarried Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Quarried Stone
appliedenergistics2:facade:0, Cable Facade - Quarried Block
appliedenergistics2:facade:0, Cable Facade - Ornate Quarried Stone
appliedenergistics2:facade:0, Cable Facade - Etched Quarried Stone
appliedenergistics2:facade:0, Cable Facade - Quarried Cobblestone
appliedenergistics2:facade:0, Cable Facade - Sandy Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Sandy Block
appliedenergistics2:facade:0, Cable Facade - Ornate Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Etched Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Sandy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Red Sandy Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Red Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Red Sandy Block
appliedenergistics2:facade:0, Cable Facade - Ornate Red Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Etched Red Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Red Sandy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Nether Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Nether Stone
appliedenergistics2:facade:0, Cable Facade - Nether Block
appliedenergistics2:facade:0, Cable Facade - Ornate Nether Stone
appliedenergistics2:facade:0, Cable Facade - Etched Nether Stone
appliedenergistics2:facade:0, Cable Facade - Nether Cobblestone
appliedenergistics2:facade:0, Cable Facade - Red Nether Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Red Nether Stone
appliedenergistics2:facade:0, Cable Facade - Red Nether Block
appliedenergistics2:facade:0, Cable Facade - Ornate Red Nether Stone
appliedenergistics2:facade:0, Cable Facade - Etched Red Nether Stone
appliedenergistics2:facade:0, Cable Facade - Red Nether Cobblestone
appliedenergistics2:facade:0, Cable Facade - Andesite Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Andesite
appliedenergistics2:facade:0, Cable Facade - Polished Andesite
appliedenergistics2:facade:0, Cable Facade - Ornate Andesite
appliedenergistics2:facade:0, Cable Facade - Etched Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Diorite Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Diorite
appliedenergistics2:facade:0, Cable Facade - Polished Diorite
appliedenergistics2:facade:0, Cable Facade - Ornate Diorite
appliedenergistics2:facade:0, Cable Facade - Etched Diorite
appliedenergistics2:facade:0, Cable Facade - Diorite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Granite Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Granite
appliedenergistics2:facade:0, Cable Facade - Polished Granite
appliedenergistics2:facade:0, Cable Facade - Ornate Granite
appliedenergistics2:facade:0, Cable Facade - Etched Granite
appliedenergistics2:facade:0, Cable Facade - Granite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Pearlized Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Pearlized Stone
appliedenergistics2:facade:0, Cable Facade - Pearlized Block
appliedenergistics2:facade:0, Cable Facade - Ornate Pearlized Stone
appliedenergistics2:facade:0, Cable Facade - Etched Pearlized Stone
appliedenergistics2:facade:0, Cable Facade - Pearlized Cobblestone
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Strengthened Glass
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Zinc Ore
appliedenergistics2:facade:0, Cable Facade - Poor Iron Ore
appliedenergistics2:facade:0, Cable Facade - Poor Gold Ore
appliedenergistics2:facade:0, Cable Facade - Poor Copper Ore
appliedenergistics2:facade:0, Cable Facade - Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Poor Lead Ore
appliedenergistics2:facade:0, Cable Facade - Poor Silver Ore
appliedenergistics2:facade:0, Cable Facade - Poor Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Poor Zinc Ore
appliedenergistics2:facade:0, Cable Facade - Firestone Ore
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
